"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"10393","14","14","26","53.84","0","0","v Ireland","Belfast","12 Jul 2016","ODI # 3761","Rahmat Shah",533956
"10394","16","16","28","57.14","2","0","v Ireland","Belfast","14 Jul 2016","ODI # 3762","Rahmat Shah",533956
"10395","48","48","70","68.57","4","0","v Ireland","Belfast","17 Jul 2016","ODI # 3763","Rahmat Shah",533956
"10396","30","30","56","53.57","2","0","v Ireland","Belfast","19 Jul 2016","ODI # 3764","Rahmat Shah",533956
"10397","71","71","93","76.34","2","3","v Bangladesh","Dhaka","25 Sep 2016","ODI # 3781","Rahmat Shah",533956
"10398","0","0","2","0.00","0","0","v Bangladesh","Dhaka","28 Sep 2016","ODI # 3783","Rahmat Shah",533956
"10399","36","36","73","49.31","1","0","v Bangladesh","Dhaka","1 Oct 2016","ODI # 3786","Rahmat Shah",533956
"10400","31","31","56","55.35","3","0","v Zimbabwe","Harare","16 Feb 2017","ODI # 3835","Rahmat Shah",533956
"10401","53","53","66","80.30","3","0","v Zimbabwe","Harare","19 Feb 2017","ODI # 3837","Rahmat Shah",533956
"10402","10","10","24","41.66","0","0","v Zimbabwe","Harare","21 Feb 2017","ODI # 3838","Rahmat Shah",533956
"10403","1","1","8","12.50","0","0","v Zimbabwe","Harare","24 Feb 2017","ODI # 3840","Rahmat Shah",533956
"10404","50","50","79","63.29","1","0","v Zimbabwe","Harare","26 Feb 2017","ODI # 3842","Rahmat Shah",533956
"10405","78","78","92","84.78","4","3","v Ireland","Greater Noida","15 Mar 2017","ODI # 3850","Rahmat Shah",533956
"10406","68","68","70","97.14","5","2","v Ireland","Greater Noida","17 Mar 2017","ODI # 3851","Rahmat Shah",533956
"10407","8","8","18","44.44","1","0","v Ireland","Greater Noida","19 Mar 2017","ODI # 3852","Rahmat Shah",533956
"10408","0","0","4","0.00","0","0","v Ireland","Greater Noida","22 Mar 2017","ODI # 3853","Rahmat Shah",533956
"10409","108*","108","128","84.37","10","1","v Ireland","Greater Noida","24 Mar 2017","ODI # 3854","Rahmat Shah",533956
"10410","17","17","51","33.33","1","0","v West Indies","Gros Islet","9 Jun 2017","ODI # 3884","Rahmat Shah",533956
"10411","1","1","6","16.66","0","0","v West Indies","Gros Islet","11 Jun 2017","ODI # 3887","Rahmat Shah",533956
"10412","TDNB","-","-","-","-","-","v West Indies","Gros Islet","14 Jun 2017","ODI # 3890","Rahmat Shah",533956
"10413","50","50","75","66.66","3","1","v Ireland","Sharjah","5 Dec 2017","ODI # 3935","Rahmat Shah",533956
"10414","32","32","43","74.41","2","0","v Ireland","Sharjah","7 Dec 2017","ODI # 3937","Rahmat Shah",533956
"10415","44","44","66","66.66","3","1","v Ireland","Sharjah","10 Dec 2017","ODI # 3940","Rahmat Shah",533956
"10416","114","114","110","103.63","8","4","v Zimbabwe","Sharjah","9 Feb 2018","ODI # 3972","Rahmat Shah",533956
"10417","43","43","61","70.49","7","0","v Zimbabwe","Sharjah","11 Feb 2018","ODI # 3974","Rahmat Shah",533956
"10418","56","56","52","107.69","9","1","v Zimbabwe","Sharjah","13 Feb 2018","ODI # 3975","Rahmat Shah",533956
"10419","DNB","-","-","-","-","-","v Zimbabwe","Sharjah","16 Feb 2018","ODI # 3977","Rahmat Shah",533956
"10420","59","59","75","78.66","5","0","v Zimbabwe","Sharjah","19 Feb 2018","ODI # 3979","Rahmat Shah",533956
"10421","7","7","14","50.00","0","0","v Scotland","Bulawayo","4 Mar 2018","ODI # 3983","Rahmat Shah",533956
"10422","69","69","91","75.82","5","1","v Zimbabwe","Bulawayo","6 Mar 2018","ODI # 3988","Rahmat Shah",533956
"10423","11","11","29","37.93","1","0","v Hong Kong","Bulawayo","8 Mar 2018","ODI # 3990","Rahmat Shah",533956
"10424","68","68","109","62.38","5","1","v West Indies","Harare","15 Mar 2018","ODI # 3997","Rahmat Shah",533956
"10425","16","16","20","80.00","2","0","v U.A.E.","Harare","20 Mar 2018","ODI # 4003","Rahmat Shah",533956
"10426","12","12","23","52.17","1","0","v Ireland","Harare","23 Mar 2018","ODI # 4006","Rahmat Shah",533956
"10427","51","51","78","65.38","4","0","v West Indies","Harare","25 Mar 2018","ODI # 4007","Rahmat Shah",533956
"10428","29","29","29","100.00","4","0","v Ireland","Belfast","27 Aug 2018","ODI # 4032","Rahmat Shah",533956
"10429","32","32","69","46.37","2","0","v Ireland","Belfast","29 Aug 2018","ODI # 4033","Rahmat Shah",533956
"10430","33","33","35","94.28","5","0","v Ireland","Belfast","31 Aug 2018","ODI # 4035","Rahmat Shah",533956
"10431","72","72","90","80.00","5","0","v Sri Lanka","Abu Dhabi","17 Sep 2018","ODI # 4038","Rahmat Shah",533956
"10432","10","10","17","58.82","1","0","v Bangladesh","Abu Dhabi","20 Sep 2018","ODI # 4041","Rahmat Shah",533956
"10433","36","36","51","70.58","2","0","v Pakistan","Abu Dhabi","21 Sep 2018","ODI # 4043","Rahmat Shah",533956
"10434","1","1","9","11.11","0","0","v Bangladesh","Abu Dhabi","23 Sep 2018","ODI # 4045","Rahmat Shah",533956
"10435","3","3","4","75.00","0","0","v India","Dubai (DSC)","25 Sep 2018","ODI # 4046","Rahmat Shah",533956
"10436","22","22","46","47.82","3","0","v Ireland","Dehradun","28 Feb 2019","ODI # 4100","Rahmat Shah",533956
"10437","54","54","66","81.81","8","0","v Ireland","Dehradun","2 Mar 2019","ODI # 4101","Rahmat Shah",533956
"10438","1","1","10","10.00","0","0","v Ireland","Dehradun","5 Mar 2019","ODI # 4105","Rahmat Shah",533956
"10439","15","15","20","75.00","3","0","v Ireland","Dehradun","8 Mar 2019","ODI # 4108","Rahmat Shah",533956
"10440","17","17","42","40.47","0","1","v Ireland","Dehradun","10 Mar 2019","ODI # 4110","Rahmat Shah",533956
"10441","113","113","115","98.26","11","2","v Scotland","Edinburgh","10 May 2019","ODI # 4131","Rahmat Shah",533956
"10442","TDNB","-","-","-","-","-","v Ireland","Belfast","19 May 2019","ODI # 4139","Rahmat Shah",533956
"10443","45","45","28","160.71","9","0","v Scotland","Benoni","19 Apr 2009","ODI # 2842","Noor Ali Zadran",318340
"10444","34","34","59","57.62","3","0","v Netherlands","Amstelveen","30 Aug 2009","ODI # 2880","Noor Ali Zadran",318340
"10445","15","15","23","65.21","2","0","v Netherlands","Amstelveen","1 Sep 2009","ODI # 2881","Noor Ali Zadran",318340
"10446","114","114","127","89.76","10","2","v Canada","Sharjah","16 Feb 2010","ODI # 2957","Noor Ali Zadran",318340
"10447","50","50","89","56.17","2","0","v Canada","The Hague","1 Jul 2010","ODI # 3005","Noor Ali Zadran",318340
"10448","21","21","31","67.74","1","0","v Ireland","Rotterdam","3 Jul 2010","ODI # 3008","Noor Ali Zadran",318340
"10449","12","12","15","80.00","1","0","v Kenya","Amstelveen","5 Jul 2010","ODI # 3012","Noor Ali Zadran",318340
"10450","3","3","12","25.00","0","0","v Netherlands","The Hague","7 Jul 2010","ODI # 3017","Noor Ali Zadran",318340
"10451","15","15","46","32.60","0","0","v Scotland","Rotterdam","9 Jul 2010","ODI # 3019","Noor Ali Zadran",318340
"10452","6","6","6","100.00","0","0","v Scotland","Ayr","16 Aug 2010","ODI # 3033","Noor Ali Zadran",318340
"10453","41","41","72","56.94","4","0","v Kenya","Nairobi (Gym)","7 Oct 2010","ODI # 3052","Noor Ali Zadran",318340
"10454","5*","5","6","83.33","1","0","v Kenya","Nairobi (Gym)","9 Oct 2010","ODI # 3053","Noor Ali Zadran",318340
"10455","1","1","3","33.33","0","0","v Canada","King City (NW)","7 Aug 2011","ODI # 3173","Noor Ali Zadran",318340
"10456","9","9","8","112.50","1","0","v Pakistan","Sharjah","10 Feb 2012","ODI # 3236","Noor Ali Zadran",318340
"10457","44","44","63","69.84","7","0","v Pakistan","Fatullah","27 Feb 2014","ODI # 3475","Noor Ali Zadran",318340
"10458","21","21","41","51.21","2","0","v Sri Lanka","Dhaka","3 Mar 2014","ODI # 3481","Noor Ali Zadran",318340
"10459","31","31","35","88.57","6","0","v India","Dhaka","5 Mar 2014","ODI # 3483","Noor Ali Zadran",318340
"10460","18","18","20","90.00","3","0","v Hong Kong","Kuala Lumpur","1 May 2014","ODI # 3487","Noor Ali Zadran",318340
"10461","53","53","73","72.60","5","0","v U.A.E.","Kuala Lumpur","2 May 2014","ODI # 3488","Noor Ali Zadran",318340
"10462","43","43","106","40.56","5","0","v Zimbabwe","Bulawayo","18 Jul 2014","ODI # 3503","Noor Ali Zadran",318340
"10463","13","13","25","52.00","2","0","v Zimbabwe","Bulawayo","20 Jul 2014","ODI # 3504","Noor Ali Zadran",318340
"10464","0","0","4","0.00","0","0","v Zimbabwe","Bulawayo","22 Jul 2014","ODI # 3505","Noor Ali Zadran",318340
"10465","9","9","20","45.00","2","0","v Zimbabwe","Bulawayo","16 Oct 2015","ODI # 3693","Noor Ali Zadran",318340
"10466","60","60","99","60.60","5","0","v Zimbabwe","Bulawayo","18 Oct 2015","ODI # 3694","Noor Ali Zadran",318340
"10467","56","56","108","51.85","3","1","v Zimbabwe","Bulawayo","20 Oct 2015","ODI # 3696","Noor Ali Zadran",318340
"10468","23","23","53","43.39","2","0","v Zimbabwe","Bulawayo","22 Oct 2015","ODI # 3697","Noor Ali Zadran",318340
"10469","54","54","88","61.36","5","0","v Zimbabwe","Bulawayo","24 Oct 2015","ODI # 3699","Noor Ali Zadran",318340
"10470","63","63","82","76.82","8","0","v Zimbabwe","Sharjah","25 Dec 2015","ODI # 3713","Noor Ali Zadran",318340
"10471","31","31","52","59.61","3","0","v Zimbabwe","Sharjah","29 Dec 2015","ODI # 3716","Noor Ali Zadran",318340
"10472","0","0","4","0.00","0","0","v Zimbabwe","Sharjah","2 Jan 2016","ODI # 3719","Noor Ali Zadran",318340
"10473","4","4","6","66.66","1","0","v Zimbabwe","Sharjah","4 Jan 2016","ODI # 3720","Noor Ali Zadran",318340
"10474","30","30","42","71.42","4","0","v Zimbabwe","Sharjah","6 Jan 2016","ODI # 3722","Noor Ali Zadran",318340
"10475","1","1","4","25.00","0","0","v Scotland","Edinburgh","4 Jul 2016","ODI # 3759","Noor Ali Zadran",318340
"10476","6","6","20","30.00","1","0","v Scotland","Edinburgh","6 Jul 2016","ODI # 3760","Noor Ali Zadran",318340
"10477","10","10","12","83.33","2","0","v Ireland","Belfast","17 Jul 2016","ODI # 3763","Noor Ali Zadran",318340
"10478","39","39","71","54.92","4","0","v Zimbabwe","Harare","16 Feb 2017","ODI # 3835","Noor Ali Zadran",318340
"10479","14","14","28","50.00","2","0","v Zimbabwe","Harare","19 Feb 2017","ODI # 3837","Noor Ali Zadran",318340
"10480","0","0","1","0.00","0","0","v Zimbabwe","Harare","21 Feb 2017","ODI # 3838","Noor Ali Zadran",318340
"10481","46","46","49","93.87","7","1","v Zimbabwe","Harare","26 Feb 2017","ODI # 3842","Noor Ali Zadran",318340
"10482","51","51","71","71.83","3","0","v Ireland","Greater Noida","15 Mar 2017","ODI # 3850","Noor Ali Zadran",318340
"10483","25","25","46","54.34","3","0","v Ireland","Greater Noida","17 Mar 2017","ODI # 3851","Noor Ali Zadran",318340
"10484","1","1","7","14.28","0","0","v Ireland","Greater Noida","19 Mar 2017","ODI # 3852","Noor Ali Zadran",318340
"10485","5","5","15","33.33","0","0","v West Indies","Gros Islet","9 Jun 2017","ODI # 3884","Noor Ali Zadran",318340
"10486","8","8","14","57.14","1","0","v West Indies","Gros Islet","11 Jun 2017","ODI # 3887","Noor Ali Zadran",318340
"10487","TDNB","-","-","-","-","-","v West Indies","Gros Islet","14 Jun 2017","ODI # 3890","Noor Ali Zadran",318340
"10488","9","9","14","64.28","1","0","v Ireland","Sharjah","10 Dec 2017","ODI # 3940","Noor Ali Zadran",318340
"10489","9","9","12","75.00","1","0","v Ireland","Dehradun","8 Mar 2019","ODI # 4108","Noor Ali Zadran",318340
"10490","23","23","32","71.87","4","0","v Ireland","Dublin","5 Jul 2012","ODI # 3282","Najibullah Zadran",524049
"10491","0","0","1","0.00","0","0","v Australia","Sharjah","25 Aug 2012","ODI # 3297","Najibullah Zadran",524049
"10492","1","1","6","16.66","0","0","v Pakistan","Fatullah","27 Feb 2014","ODI # 3475","Najibullah Zadran",524049
"10493","21","21","36","58.33","2","0","v Bangladesh","Fatullah","1 Mar 2014","ODI # 3478","Najibullah Zadran",524049
"10494","11","11","35","31.42","1","0","v Sri Lanka","Dhaka","3 Mar 2014","ODI # 3481","Najibullah Zadran",524049
"10495","5","5","14","35.71","0","0","v India","Dhaka","5 Mar 2014","ODI # 3483","Najibullah Zadran",524049
"10496","DNB","-","-","-","-","-","v Scotland","ICCA Dubai","8 Jan 2015","ODI # 3572","Najibullah Zadran",524049
"10497","45","45","63","71.42","3","3","v Ireland","Dubai (DSC)","10 Jan 2015","ODI # 3573","Najibullah Zadran",524049
"10498","1","1","7","14.28","0","0","v Scotland","Abu Dhabi","14 Jan 2015","ODI # 3576","Najibullah Zadran",524049
"10499","83","83","50","166.00","7","6","v Ireland","Dubai (DSC)","17 Jan 2015","ODI # 3581","Najibullah Zadran",524049
"10500","17","17","34","50.00","1","0","v Bangladesh","Canberra","18 Feb 2015","ODI # 3605","Najibullah Zadran",524049
"10501","10","10","15","66.66","0","1","v Sri Lanka","Dunedin","22 Feb 2015","ODI # 3609","Najibullah Zadran",524049
"10502","4","4","5","80.00","1","0","v Scotland","Dunedin","26 Feb 2015","ODI # 3614","Najibullah Zadran",524049
"10503","24","24","31","77.41","1","1","v Australia","Perth","4 Mar 2015","ODI # 3623","Najibullah Zadran",524049
"10504","56","56","56","100.00","8","2","v New Zealand","Napier","8 Mar 2015","ODI # 3628","Najibullah Zadran",524049
"10505","12*","12","15","80.00","2","0","v England","Sydney","13 Mar 2015","ODI # 3635","Najibullah Zadran",524049
"10506","25","25","31","80.64","3","1","v Zimbabwe","Bulawayo","16 Oct 2015","ODI # 3693","Najibullah Zadran",524049
"10507","1","1","3","33.33","0","0","v Zimbabwe","Bulawayo","18 Oct 2015","ODI # 3694","Najibullah Zadran",524049
"10508","5","5","9","55.55","1","0","v Zimbabwe","Bulawayo","24 Oct 2015","ODI # 3699","Najibullah Zadran",524049
"10509","16","16","32","50.00","0","1","v Zimbabwe","Sharjah","25 Dec 2015","ODI # 3713","Najibullah Zadran",524049
"10510","9","9","8","112.50","1","0","v Zimbabwe","Sharjah","29 Dec 2015","ODI # 3716","Najibullah Zadran",524049
"10511","89*","89","53","167.92","9","5","v Scotland","Edinburgh","4 Jul 2016","ODI # 3759","Najibullah Zadran",524049
"10512","11","11","25","44.00","0","0","v Scotland","Edinburgh","6 Jul 2016","ODI # 3760","Najibullah Zadran",524049
"10513","59","59","61","96.72","6","2","v Ireland","Belfast","12 Jul 2016","ODI # 3761","Najibullah Zadran",524049
"10514","5","5","9","55.55","0","0","v Ireland","Belfast","14 Jul 2016","ODI # 3762","Najibullah Zadran",524049
"10515","3","3","18","16.66","0","0","v Ireland","Belfast","17 Jul 2016","ODI # 3763","Najibullah Zadran",524049
"10516","54","54","66","81.81","4","1","v Ireland","Belfast","19 Jul 2016","ODI # 3764","Najibullah Zadran",524049
"10517","7","7","6","116.66","1","0","v Bangladesh","Dhaka","25 Sep 2016","ODI # 3781","Najibullah Zadran",524049
"10518","22","22","32","68.75","2","0","v Bangladesh","Dhaka","28 Sep 2016","ODI # 3783","Najibullah Zadran",524049
"10519","26","26","19","136.84","0","4","v Bangladesh","Dhaka","1 Oct 2016","ODI # 3786","Najibullah Zadran",524049
"10520","11","11","18","61.11","0","0","v Zimbabwe","Harare","16 Feb 2017","ODI # 3835","Najibullah Zadran",524049
"10521","45","45","47","95.74","1","3","v Zimbabwe","Harare","19 Feb 2017","ODI # 3837","Najibullah Zadran",524049
"10522","0","0","1","0.00","0","0","v Zimbabwe","Harare","21 Feb 2017","ODI # 3838","Najibullah Zadran",524049
"10523","3","3","9","33.33","0","0","v Zimbabwe","Harare","26 Feb 2017","ODI # 3842","Najibullah Zadran",524049
"10524","81*","81","51","158.82","5","5","v Zimbabwe","Sharjah","9 Feb 2018","ODI # 3972","Najibullah Zadran",524049
"10525","3","3","11","27.27","0","0","v Zimbabwe","Sharjah","11 Feb 2018","ODI # 3974","Najibullah Zadran",524049
"10526","8*","8","3","266.66","2","0","v Zimbabwe","Sharjah","13 Feb 2018","ODI # 3975","Najibullah Zadran",524049
"10527","DNB","-","-","-","-","-","v Zimbabwe","Sharjah","16 Feb 2018","ODI # 3977","Najibullah Zadran",524049
"10528","67","67","69","97.10","6","2","v Scotland","Bulawayo","4 Mar 2018","ODI # 3983","Najibullah Zadran",524049
"10529","4","4","14","28.57","0","0","v Zimbabwe","Bulawayo","6 Mar 2018","ODI # 3988","Najibullah Zadran",524049
"10530","32","32","50","64.00","2","0","v Hong Kong","Bulawayo","8 Mar 2018","ODI # 3990","Najibullah Zadran",524049
"10531","19","19","26","73.07","1","1","v West Indies","Harare","15 Mar 2018","ODI # 3997","Najibullah Zadran",524049
"10532","63*","63","64","98.43","5","2","v U.A.E.","Harare","20 Mar 2018","ODI # 4003","Najibullah Zadran",524049
"10533","17*","17","15","113.33","0","1","v Ireland","Harare","23 Mar 2018","ODI # 4006","Najibullah Zadran",524049
"10534","DNB","-","-","-","-","-","v West Indies","Harare","25 Mar 2018","ODI # 4007","Najibullah Zadran",524049
"10535","42","42","52","80.76","2","1","v Ireland","Belfast","29 Aug 2018","ODI # 4033","Najibullah Zadran",524049
"10536","DNB","-","-","-","-","-","v Ireland","Belfast","31 Aug 2018","ODI # 4035","Najibullah Zadran",524049
"10537","12","12","14","85.71","0","0","v Sri Lanka","Abu Dhabi","17 Sep 2018","ODI # 4038","Najibullah Zadran",524049
"10538","5","5","6","83.33","0","0","v Pakistan","Abu Dhabi","21 Sep 2018","ODI # 4043","Najibullah Zadran",524049
"10539","20","20","20","100.00","2","0","v India","Dubai (DSC)","25 Sep 2018","ODI # 4046","Najibullah Zadran",524049
"10540","12*","12","3","400.00","0","2","v Ireland","Dehradun","28 Feb 2019","ODI # 4100","Najibullah Zadran",524049
"10541","104*","104","98","106.12","5","5","v Ireland","Dehradun","5 Mar 2019","ODI # 4105","Najibullah Zadran",524049
"10542","10","10","15","66.66","2","0","v Ireland","Dehradun","8 Mar 2019","ODI # 4108","Najibullah Zadran",524049
"10543","7","7","14","50.00","1","0","v Ireland","Dehradun","10 Mar 2019","ODI # 4110","Najibullah Zadran",524049
"10544","DNB","-","-","-","-","-","v Scotland","Edinburgh","10 May 2019","ODI # 4131","Najibullah Zadran",524049
"10545","DNB","-","-","-","-","-","v Ireland","Sharjah","5 Dec 2017","ODI # 3935","Mujeeb Ur Rahman",974109
"10546","0","0","0","-","0","0","v Ireland","Sharjah","7 Dec 2017","ODI # 3937","Mujeeb Ur Rahman",974109
"10547","4*","4","8","50.00","1","0","v Ireland","Sharjah","10 Dec 2017","ODI # 3940","Mujeeb Ur Rahman",974109
"10548","DNB","-","-","-","-","-","v Zimbabwe","Sharjah","9 Feb 2018","ODI # 3972","Mujeeb Ur Rahman",974109
"10549","15","15","8","187.50","2","1","v Zimbabwe","Sharjah","11 Feb 2018","ODI # 3974","Mujeeb Ur Rahman",974109
"10550","DNB","-","-","-","-","-","v Zimbabwe","Sharjah","13 Feb 2018","ODI # 3975","Mujeeb Ur Rahman",974109
"10551","DNB","-","-","-","-","-","v Zimbabwe","Sharjah","16 Feb 2018","ODI # 3977","Mujeeb Ur Rahman",974109
"10552","1*","1","1","100.00","0","0","v Zimbabwe","Sharjah","19 Feb 2018","ODI # 3979","Mujeeb Ur Rahman",974109
"10553","0","0","2","0.00","0","0","v Scotland","Bulawayo","4 Mar 2018","ODI # 3983","Mujeeb Ur Rahman",974109
"10554","3","3","5","60.00","0","0","v Zimbabwe","Bulawayo","6 Mar 2018","ODI # 3988","Mujeeb Ur Rahman",974109
"10555","1","1","1","100.00","0","0","v Hong Kong","Bulawayo","8 Mar 2018","ODI # 3990","Mujeeb Ur Rahman",974109
"10556","DNB","-","-","-","-","-","v West Indies","Harare","15 Mar 2018","ODI # 3997","Mujeeb Ur Rahman",974109
"10557","DNB","-","-","-","-","-","v U.A.E.","Harare","20 Mar 2018","ODI # 4003","Mujeeb Ur Rahman",974109
"10558","DNB","-","-","-","-","-","v Ireland","Harare","23 Mar 2018","ODI # 4006","Mujeeb Ur Rahman",974109
"10559","DNB","-","-","-","-","-","v West Indies","Harare","25 Mar 2018","ODI # 4007","Mujeeb Ur Rahman",974109
"10560","4*","4","5","80.00","0","0","v Ireland","Belfast","27 Aug 2018","ODI # 4032","Mujeeb Ur Rahman",974109
